,state,account_length,international_plan,voice_mail_plan,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
3331,NV,70,no,no,80,34.97,103,18.82,117,9.28,5,3.83,2,no
3332,WY,44,no,yes,105,31.42,169,16.58,121,5.85,3,3.13,1,no
3333,MA,113,no,no,93,32.83,85,17.54,102,9.72,2,3.0,1,no
3334,UT,86,yes,yes,95,38.34,101,19.49,82,6.03,10,3.13,2,no
3335,NH,59,no,no,107,27.8,91,15.9,100,8.06,1,2.78,2,no
3336,NJ,112,no,yes,104,41.6,88,17.26,84,9.99,6,2.0,0,no
3337,MA,152,no,no,70,36.84,102,12.98,99,8.15,6,3.13,1,no
3338,GA,108,no,yes,79,33.46,99,14.75,108,12.36,5,3.94,1,no
3339,AK,91,no,no,120,33.54,89,17.2,128,13.07,7,4.13,1,no
3340,AR,57,no,yes,57,35.48,132,19.84,117,4.9,5,2.46,1,no
3341,WV,112,no,no,53,28.63,68,15.94,125,9.2,3,2.65,1,no
3342,OR,100,no,no,69,22.0,73,21.36,92,7.07,3,2.81,1,no
3343,ID,42,yes,no,94,44.35,123,12.99,94,9.57,4,3.0,1,no
3344,NY,68,no,no,80,45.54,143,12.36,119,12.3,1,4.02,3,yes
3345,KY,132,no,no,90,29.36,62,29.24,113,13.57,4,1.49,0,no
3346,RI,137,yes,no,80,27.05,81,20.38,96,11.21,5,2.3,0,no
3347,ID,42,no,no,138,28.36,78,18.05,70,8.76,9,3.35,2,no
3348,NH,81,no,yes,89,24.77,70,17.25,92,9.56,5,2.57,1,no
3349,CO,135,no,no,104,22.0,96,16.92,81,6.41,4,3.32,1,no
3350,IA,102,no,no,77,29.16,107,22.19,72,14.8,1,2.75,0,no
3351,MT,117,no,no,134,30.7,96,18.41,122,4.55,6,2.86,4,yes
3352,WY,37,no,yes,133,38.37,115,19.03,131,8.67,5,3.02,3,no
3353,WI,48,no,no,110,30.07,114,23.32,125,5.19,2,2.97,1,no
3354,DE,155,no,no,89,42.59,84,12.42,60,7.39,3,2.27,1,no
3355,WA,124,no,no,108,48.08,89,20.94,96,11.54,1,2.78,3,yes
3356,UT,91,no,no,90,24.24,102,24.38,113,10.0,3,4.0,0,no
3357,KY,169,no,no,120,46.94,88,10.5,116,11.79,5,3.21,1,no
3358,NH,74,no,no,71,26.23,105,22.3,99,10.59,4,3.75,0,no
3359,RI,101,yes,yes,88,30.77,113,18.91,103,9.8,3,3.0,1,no
3360,CA,142,no,no,81,18.38,115,12.49,84,8.89,7,2.43,1,no
3361,PA,61,no,yes,98,42.86,149,18.33,117,6.11,4,1.38,2,no
3362,MA,50,no,no,64,27.22,123,17.74,84,8.99,12,2.05,5,yes
3363,WI,82,no,no,82,36.99,101,14.4,124,11.2,3,3.43,0,no
3364,MT,142,no,yes,144,33.71,96,13.36,114,8.14,4,3.0,2,no
3365,GA,27,no,yes,97,32.35,77,23.72,117,6.02,3,2.27,2,no
3366,AZ,165,no,yes,63,31.4,62,14.28,125,7.92,5,2.35,1,no
3367,ME,33,no,yes,56,21.27,140,20.96,109,10.59,2,3.27,0,no
3368,ME,55,no,no,100,30.82,122,17.04,99,10.21,2,2.94,1,no
3369,UT,96,yes,no,101,16.97,83,21.56,75,5.06,6,2.03,0,no
3370,MD,115,no,no,97,43.32,110,13.05,117,9.79,4,2.43,1,no
3371,DC,65,no,no,72,41.57,88,17.53,110,13.49,1,2.05,5,yes
3372,OH,50,no,no,74,28.51,98,15.29,73,7.49,2,2.94,1,no
3373,MO,137,no,no,121,13.52,86,13.95,108,5.48,7,3.16,2,no
3374,ID,95,no,no,94,22.61,126,16.71,128,8.15,3,2.67,4,yes
3375,WA,118,no,no,113,50.52,114,16.05,100,8.5,6,3.35,1,yes
3376,NY,84,no,no,72,36.53,92,16.8,79,6.89,2,3.21,2,no
3377,NJ,42,no,no,99,45.88,76,3.21,139,7.5,1,3.73,1,no
3378,NM,53,no,no,102,24.45,124,16.97,65,8.0,4,2.11,1,no
3379,ID,123,no,no,122,22.47,101,14.44,123,6.75,11,3.48,3,yes
3380,MO,60,no,no,117,27.68,121,13.87,140,10.91,2,3.83,1,no
3381,NJ,112,no,no,95,59.76,108,17.58,146,12.41,4,3.21,1,yes
3382,NC,43,no,no,96,28.19,105,11.22,62,14.54,6,2.89,0,no
3383,KY,150,no,yes,108,33.27,110,17.75,84,7.97,2,3.16,2,no
3384,CT,92,no,no,100,42.6,94,3.54,100,8.38,6,2.62,2,no
3385,NY,68,no,no,112,24.12,94,14.13,77,10.06,6,2.48,1,no
3386,OH,159,no,no,80,28.65,119,17.33,126,8.96,2,2.19,1,no
3387,IL,158,no,yes,88,21.69,82,19.99,87,8.78,3,2.73,0,no
3388,IL,119,no,no,111,33.52,78,14.29,84,9.44,2,1.13,1,no
3389,WA,54,no,yes,98,36.96,120,20.93,92,5.72,8,2.03,1,no
3390,NJ,60,yes,no,91,16.52,93,20.71,116,10.58,2,2.73,1,yes
3391,WI,111,no,yes,91,14.91,118,18.56,87,7.79,4,3.32,1,no
3392,WV,119,no,yes,75,31.69,92,17.59,80,6.78,2,3.27,1,no
3393,AL,74,no,no,110,30.6,100,18.1,95,8.2,10,3.19,0,no
3394,WY,118,no,no,92,39.51,68,16.24,138,9.58,4,2.08,1,no
3395,ME,124,no,no,119,25.77,93,16.84,91,7.8,3,3.13,3,no
3396,LA,133,no,no,81,29.27,123,18.27,90,8.29,6,3.0,3,no
3397,WI,49,no,no,88,44.35,103,14.81,98,11.83,4,2.86,1,no
3398,NH,112,no,no,109,21.15,119,16.67,89,7.47,4,2.75,2,no
3399,HI,130,no,no,101,21.56,105,12.25,117,11.23,8,3.08,2,no
3400,WV,130,no,no,107,18.7,85,15.46,94,9.36,3,3.16,1,no
3401,UT,188,no,no,92,39.29,93,15.5,89,10.22,5,2.65,4,no
3402,HI,174,no,no,74,31.86,142,12.29,102,10.61,1,2.75,1,no
3403,VT,57,no,no,114,28.29,119,6.53,77,11.7,3,2.94,3,no
3404,MD,105,no,no,85,24.11,101,16.26,126,6.01,3,2.94,1,no
3405,TN,175,yes,yes,95,27.12,100,11.96,99,7.93,4,1.46,5,yes
3406,GA,100,no,no,124,37.21,99,20.19,52,8.54,6,2.97,2,no
3407,MA,132,no,no,101,23.58,85,21.89,92,7.45,1,2.11,2,no
3408,ND,117,yes,no,101,26.88,96,26.78,108,7.92,2,3.75,3,yes
3409,NJ,65,no,no,138,16.64,102,14.71,92,11.8,4,2.48,1,no
3410,NH,131,no,no,105,17.6,103,14.8,95,11.17,2,3.16,5,yes
3411,NJ,114,no,no,113,35.07,97,19.0,119,10.54,6,2.19,2,no
3412,FL,127,no,yes,121,35.96,115,15.63,103,8.38,1,3.65,3,no
3413,WY,67,no,no,96,21.25,114,25.03,75,9.26,4,2.75,1,yes
3414,TX,123,no,yes,127,24.02,96,12.92,114,9.85,3,2.19,3,no
3415,MA,116,no,no,94,20.23,110,12.27,65,8.99,5,2.38,2,no
3416,ID,107,no,no,81,44.3,116,20.92,117,10.95,9,3.46,0,yes
3417,TX,110,no,no,128,25.36,101,9.59,111,7.03,4,3.29,1,no
3418,DE,29,no,no,109,27.83,88,17.62,101,11.98,2,2.81,1,no
3419,NY,76,no,no,109,37.91,97,18.59,126,6.24,8,3.13,2,no
3420,ME,115,no,no,115,34.03,109,22.85,102,8.34,2,3.46,3,no
3421,NM,68,no,no,59,42.26,126,16.92,117,5.06,3,1.76,2,no
3422,IL,63,no,yes,80,36.41,152,21.51,109,7.04,2,2.78,2,no
3423,LA,69,no,no,128,41.75,101,14.71,118,5.03,7,3.83,2,no
3424,TN,97,no,no,85,40.56,75,17.28,127,8.12,8,4.37,0,no
3425,MI,108,yes,no,97,14.64,101,19.37,102,10.16,3,2.46,3,no
3426,MS,79,no,no,94,27.47,110,15.94,71,9.94,7,2.78,2,no
3427,DE,52,no,no,80,43.84,82,18.76,70,10.14,3,4.54,2,yes
3428,KS,114,no,no,127,35.56,93,14.05,98,8.86,8,2.86,3,no
3429,RI,90,no,yes,57,36.38,105,20.85,68,9.25,2,2.78,1,no
3430,WI,122,no,yes,104,33.32,73,16.55,92,6.79,4,2.59,0,no
3431,MT,73,no,yes,112,22.07,96,19.15,104,11.81,3,2.32,1,no
3432,WV,100,no,no,96,40.65,110,15.31,112,11.66,2,3.78,0,no
3433,IL,124,no,no,80,22.64,98,12.26,102,11.75,3,3.24,3,yes
3434,OR,112,no,no,34,23.07,99,20.66,115,9.42,8,3.29,1,no
3435,MN,120,no,yes,117,35.87,77,20.29,99,8.3,8,3.78,1,no
3436,TX,95,no,no,93,22.98,123,24.3,112,10.26,2,2.7,3,no
3437,LA,61,no,no,126,23.94,115,18.06,79,6.38,5,1.73,4,yes
3438,AL,42,no,no,103,27.23,116,13.58,87,11.51,3,3.48,1,no
3439,MD,104,no,no,86,26.13,78,13.63,140,7.95,8,2.59,1,no
3440,ND,184,no,no,86,40.39,105,13.35,103,7.36,2,3.83,2,no
3441,DC,29,no,no,92,30.96,91,15.33,128,9.29,2,1.94,2,no
3442,MD,5,no,no,108,33.78,86,12.47,95,9.76,3,2.57,2,no
3443,MA,58,no,yes,117,25.69,103,11.68,99,7.77,8,2.48,1,no
3444,DC,165,no,no,84,33.18,116,19.51,147,8.34,3,3.21,0,no
3445,NJ,77,yes,yes,79,35.68,88,19.22,103,4.58,2,3.08,2,yes
3446,RI,132,yes,yes,86,22.22,98,15.82,103,9.22,6,3.21,0,no
3447,AL,115,no,no,112,45.2,94,11.3,106,8.33,7,3.94,1,no
3448,TX,148,no,no,91,42.45,90,15.73,88,10.54,1,2.84,1,no
3449,MS,135,no,no,116,34.7,74,12.77,154,4.86,1,2.19,2,no
3450,WI,87,no,yes,108,23.09,62,21.37,91,8.17,4,1.73,0,no
3451,ME,78,no,no,105,35.94,77,21.24,129,8.98,2,2.51,2,no
3452,MT,78,no,no,102,31.59,88,21.39,86,9.13,6,3.59,2,no
3453,ID,101,no,no,91,34.43,134,12.11,102,9.88,4,2.73,3,no
3454,ND,90,no,no,127,28.8,111,13.36,103,7.76,2,2.89,1,no
3455,AZ,83,no,no,76,22.98,98,13.69,105,5.82,6,2.43,0,no
3456,CA,81,no,no,103,21.27,103,17.82,78,8.38,1,3.19,1,no
3457,NJ,119,no,no,83,48.81,124,18.56,42,6.82,4,2.97,1,yes
3458,NV,134,no,no,107,33.95,86,17.49,125,8.95,5,2.24,0,no
3459,NV,48,no,no,114,42.09,110,14.65,107,11.9,3,1.92,1,no
3460,AL,91,no,yes,97,27.34,54,10.14,101,6.66,3,2.78,3,no
3461,SC,90,no,yes,92,20.15,76,21.92,96,8.38,6,2.43,1,no
3462,WV,159,no,no,107,30.77,114,16.01,41,7.91,4,2.67,7,no
3463,OH,142,yes,no,101,27.3,125,17.17,100,9.98,2,2.38,1,yes
3464,TX,104,no,no,105,19.02,121,16.8,108,13.63,5,2.73,1,no
3465,ME,82,no,no,107,20.49,124,14.99,121,11.61,5,2.84,0,no
3466,MT,88,no,no,89,41.21,89,13.72,95,6.41,2,1.46,1,no
3467,NJ,118,no,no,81,30.33,119,15.53,109,11.31,2,2.92,1,no
3468,UT,139,no,no,94,43.98,132,16.18,73,11.12,2,3.08,1,yes
3469,DC,87,no,yes,104,21.13,80,16.67,110,13.05,3,1.94,1,no
3470,UT,167,no,no,114,16.13,105,26.84,71,8.15,6,2.92,0,no
3471,CO,138,no,no,101,30.94,119,17.03,131,9.4,3,3.62,4,no
3472,MA,130,no,no,62,27.54,108,23.64,82,8.89,4,2.46,1,no
3473,FL,87,no,no,83,30.02,101,18.84,89,8.34,1,2.54,0,no
3474,ID,164,yes,yes,98,26.54,140,17.84,69,8.55,4,3.08,0,no
3475,CO,109,no,no,106,25.6,108,12.53,109,7.79,5,2.57,1,no
3476,PA,59,no,no,141,32.15,113,16.85,103,12.61,7,0.59,1,no
3477,KY,124,no,no,74,26.67,82,16.64,99,8.15,2,2.38,1,no
3478,ID,73,no,no,76,11.39,154,18.96,151,10.64,2,3.02,1,no
3479,AK,94,no,no,89,44.42,139,12.95,124,5.41,2,2.84,0,no
3480,AL,80,no,no,92,22.97,103,15.73,74,6.62,5,3.97,3,no
3481,SC,101,yes,no,109,15.66,83,13.86,102,6.0,11,2.62,2,no
3482,MN,115,no,no,121,29.5,100,14.31,105,6.22,5,2.11,1,no
3483,KS,100,yes,no,82,26.57,91,22.05,93,6.47,7,2.24,5,no
3484,MA,85,no,no,79,46.7,122,10.15,74,13.36,10,2.54,1,no
3485,KY,110,no,no,84,41.6,95,9.04,61,8.77,1,2.84,2,yes
3486,WI,92,yes,no,96,31.21,55,12.72,71,6.08,4,3.19,0,no
3487,MI,102,no,no,80,28.41,94,18.95,103,8.1,3,3.13,5,no
3488,NV,134,no,no,120,30.11,123,18.54,93,8.27,5,3.43,3,no
3489,DC,96,no,no,120,37.03,109,11.87,111,10.25,3,3.13,0,no
3490,NE,42,no,no,96,24.43,98,18.79,94,4.9,1,2.32,2,no
3491,OR,175,no,no,104,31.45,86,27.69,105,3.84,2,3.94,1,no
3492,OR,136,no,yes,65,40.05,81,15.1,105,6.24,5,3.05,1,no
3493,AR,32,yes,no,75,45.14,77,10.17,128,7.65,6,4.0,2,yes
3494,UT,101,no,no,91,56.46,123,12.84,99,12.5,3,3.05,1,yes
3495,AZ,132,yes,yes,89,37.98,105,16.42,85,10.18,5,2.08,3,no
3496,ME,120,no,no,109,27.81,95,20.17,141,8.38,5,3.32,0,no
3497,MT,122,no,no,125,32.3,77,12.03,68,9.76,3,4.29,3,no
3498,OK,52,no,no,100,26.13,139,14.81,53,10.9,3,3.81,1,no
3499,VT,182,no,no,87,27.25,101,19.54,96,8.34,11,2.35,2,no
3500,ID,130,no,no,68,23.95,109,18.49,96,5.56,4,3.67,3,no
3501,SC,106,no,no,85,28.63,95,10.48,83,7.31,4,1.24,3,no
3502,MA,150,no,no,92,25.65,106,16.24,107,10.06,4,2.24,5,yes
3503,OK,94,no,no,96,43.37,67,23.54,74,10.19,2,2.86,0,yes
3504,CO,89,no,no,107,16.07,85,16.3,131,8.83,5,4.05,1,no
3505,WA,45,no,no,116,22.95,108,13.52,130,7.66,15,3.0,1,no
3506,KS,74,no,no,113,48.77,121,22.17,94,6.17,6,3.4,0,yes
3507,GA,158,no,no,70,28.12,104,23.81,106,5.48,9,2.81,1,no
3508,AL,76,no,no,99,37.74,122,18.35,131,9.18,5,2.21,3,yes
3509,KY,102,yes,no,85,35.67,100,14.08,92,10.35,6,2.35,0,no
3510,LA,4,no,yes,99,26.91,98,13.96,108,8.67,3,3.38,2,no
3511,MN,161,no,no,120,42.89,98,20.72,96,12.8,2,2.48,1,yes
3512,WV,116,no,no,93,43.44,122,19.07,85,14.28,4,3.43,1,yes
3513,WY,86,no,no,105,38.74,118,18.59,120,10.04,5,3.83,3,no
3514,NE,39,no,no,113,31.45,125,9.05,78,7.53,2,3.24,0,no
3515,MI,57,no,no,100,23.8,102,14.85,111,11.63,4,3.59,1,no
3516,NH,138,no,no,96,26.78,107,23.09,84,6.22,6,2.89,2,no
3517,AK,98,no,no,130,40.38,85,18.12,107,8.73,3,2.73,0,no
3518,AZ,145,no,yes,100,32.42,114,15.1,100,7.53,2,3.46,0,no
3519,NV,77,no,no,81,36.64,100,14.53,59,7.66,3,2.78,1,no
3520,WV,99,no,yes,83,20.38,98,20.2,159,8.44,2,4.48,1,no
3521,VT,106,yes,no,100,33.44,109,17.87,83,7.82,1,2.11,4,yes
3522,OK,32,no,no,122,39.22,134,17.4,86,6.39,3,2.35,2,no
3523,OR,174,no,no,102,37.79,123,14.77,97,13.37,2,1.54,0,yes
3524,NY,98,no,no,92,33.76,99,29.7,83,9.98,6,1.97,2,yes
3525,ME,42,no,no,109,23.7,121,19.02,105,11.02,3,1.24,1,no
3526,VA,99,no,no,121,22.17,103,18.69,85,3.78,3,2.65,2,no
3527,NY,119,no,no,131,26.04,85,9.91,74,9.83,5,2.73,1,no
3528,MD,47,yes,no,104,30.11,97,18.48,131,8.63,5,2.62,2,no
3529,GA,77,no,no,119,22.87,104,10.17,112,11.28,5,2.51,0,no
3530,WY,39,no,yes,66,34.31,87,17.01,112,7.82,3,2.57,0,no
3531,WV,193,no,no,114,30.69,80,10.02,97,8.68,4,2.75,2,no
3532,OH,103,no,yes,95,27.97,82,19.44,97,8.76,1,2.0,4,no
3533,AK,36,yes,yes,96,29.22,111,16.86,76,14.48,1,2.84,1,yes
3534,IL,87,no,no,69,37.64,53,16.59,91,5.43,4,3.7,1,no
3535,RI,1,no,no,114,41.06,94,16.59,93,9.07,3,3.81,3,no
3536,WY,62,no,no,77,19.81,111,15.82,72,8.13,2,4.35,3,no
3537,WA,112,no,no,107,26.88,101,15.43,126,9.01,7,2.24,1,no
3538,CO,82,no,no,81,20.67,109,16.26,81,10.41,5,2.32,3,no
3539,AL,55,no,yes,134,37.83,106,15.11,90,8.76,4,2.62,2,no
3540,IA,82,no,yes,93,21.03,74,11.82,118,7.85,2,2.86,1,no
3541,OH,69,no,no,76,41.62,100,6.56,102,10.03,3,2.7,0,no
3542,HI,87,no,no,63,50.56,108,10.06,72,10.9,2,2.97,2,yes
3543,WV,63,no,no,95,25.13,72,17.12,118,6.97,8,2.32,1,no
3544,ID,68,no,no,108,31.71,107,16.17,103,8.45,5,2.97,1,no
3545,TX,119,no,no,100,18.22,100,18.79,96,9.57,3,2.24,2,no
3546,ID,43,no,yes,68,15.83,83,20.92,109,4.27,8,2.35,1,no
3547,CA,136,no,no,110,22.51,81,21.6,100,7.94,6,3.51,2,no
3548,OR,149,no,no,103,19.47,100,19.45,74,6.11,3,2.89,0,no
3549,NY,77,no,no,130,31.4,105,16.49,91,11.21,4,2.43,1,no
3550,MI,110,no,no,127,16.0,97,24.06,69,7.59,6,2.78,2,no
3551,WA,70,no,no,110,38.98,89,10.05,105,6.98,4,2.13,1,no
3552,VT,155,no,no,109,38.05,68,19.84,111,9.07,8,2.38,1,no
3553,DC,151,no,yes,141,26.25,109,17.9,109,7.56,3,2.11,3,no
3554,TX,125,no,no,107,32.33,75,17.78,136,4.59,5,3.83,4,yes
3555,NJ,83,no,no,120,28.39,102,17.77,107,5.9,2,2.32,1,no
3556,ND,94,no,no,113,26.32,121,22.25,81,9.58,5,3.13,0,no
3557,CO,11,no,yes,122,49.88,91,14.8,50,9.54,6,1.86,1,no
3558,CO,92,no,no,113,27.29,134,24.42,93,9.57,3,2.21,3,no
3559,GA,70,no,yes,110,39.13,111,15.09,38,9.28,2,3.21,0,no
3560,UT,82,no,no,95,32.62,105,9.92,113,9.12,5,2.21,0,no
3561,CO,65,no,no,119,22.36,119,18.9,83,6.99,7,3.0,1,no
3562,AZ,102,no,no,116,29.17,111,18.65,85,10.89,4,3.27,0,yes
3563,CT,78,no,no,61,26.74,119,20.57,107,8.82,1,2.86,1,no
3564,NM,77,yes,no,82,32.76,91,16.83,95,9.19,6,2.43,1,no
3565,ME,58,no,yes,84,40.73,80,15.48,100,5.32,3,2.97,2,no
3566,CT,38,no,no,110,16.47,75,20.52,69,6.35,3,2.92,0,no
3567,MO,87,no,no,104,22.02,133,16.49,65,12.96,7,1.94,2,no
3568,WY,72,yes,no,75,46.58,110,13.84,121,4.95,3,2.08,4,no
3569,DC,69,no,no,86,18.99,68,15.94,128,8.77,10,3.13,2,no
3570,RI,85,no,no,82,24.26,106,15.22,88,6.36,8,1.35,3,no
3571,VA,176,no,no,91,36.84,104,19.88,110,10.4,4,2.43,1,no
3572,MA,133,no,no,106,35.21,124,24.1,107,2.93,2,2.84,3,no
3573,MT,146,no,no,86,36.52,94,19.63,100,10.07,3,1.57,3,no
3574,WA,31,no,no,67,24.29,72,9.32,112,13.21,6,3.11,0,no
3575,TN,78,yes,no,126,12.16,127,14.18,86,9.52,2,2.24,3,yes
3576,ND,118,no,no,113,13.19,75,10.79,79,8.59,4,4.02,1,no
3577,ME,119,no,no,66,12.53,132,13.64,67,9.64,6,3.51,3,no
3578,CO,141,no,no,90,44.93,101,18.39,72,9.4,3,2.59,0,yes
3579,DC,150,yes,no,156,19.52,78,11.5,98,9.83,4,4.21,1,yes
3580,UT,76,no,no,124,36.13,110,18.32,94,5.76,9,1.4,3,no
3581,ID,159,no,yes,120,48.99,105,19.3,113,8.92,7,3.59,1,no
3582,UT,66,no,no,98,32.71,93,15.9,82,5.98,1,3.02,0,no
3583,MD,139,no,no,76,17.37,106,19.55,136,8.25,4,2.92,1,no
3584,VT,122,yes,no,114,8.42,98,18.2,120,6.97,4,2.7,0,no
3585,FL,91,no,no,70,26.04,91,19.69,80,5.18,3,2.65,4,yes
3586,NH,131,no,no,79,9.44,104,13.9,59,5.76,4,2.73,1,no
3587,IL,135,no,no,61,42.02,122,14.34,100,7.64,1,1.78,0,no
3588,KS,129,no,no,117,37.43,102,22.19,132,7.47,1,2.92,2,no
3589,WV,85,no,no,75,19.87,109,15.58,119,13.83,8,2.7,2,no
3590,ID,125,no,no,98,29.9,148,16.39,110,12.52,5,2.86,0,no
3591,ME,67,no,no,95,35.36,81,19.96,80,11.97,6,3.16,3,no
3592,MA,61,no,yes,110,40.78,87,18.61,46,7.47,4,3.27,1,no
3593,OR,135,yes,no,112,29.72,125,18.53,102,8.1,6,3.43,3,no
3594,WV,43,no,yes,94,24.06,123,16.69,100,7.76,1,3.48,3,no
3595,MO,120,no,no,123,13.46,106,18.03,104,10.11,4,2.75,3,no
3596,WY,62,no,no,102,40.61,115,13.72,103,11.18,4,3.62,0,no
3597,WV,160,no,yes,104,30.57,115,12.31,89,9.41,8,3.0,3,no
3598,UT,67,no,no,78,38.4,83,20.66,94,3.78,2,3.65,2,yes
3599,KY,98,no,no,113,32.27,111,23.08,96,9.85,5,3.51,1,no
3600,OK,103,no,no,97,45.39,151,17.37,67,11.11,7,3.05,1,yes
3601,TN,121,no,no,79,36.94,106,18.53,69,7.49,7,3.11,1,no
3602,GA,111,no,no,92,21.95,132,12.66,103,11.88,7,4.54,2,no
3603,NE,127,no,no,110,23.04,116,12.41,88,9.36,4,2.89,2,no
3604,WA,65,no,no,63,31.18,80,15.61,83,6.91,4,2.89,4,yes
3605,MO,86,no,no,109,37.91,76,24.33,132,11.6,7,2.03,3,yes
3606,ME,119,no,no,135,23.8,103,11.81,121,10.36,6,1.65,0,no
3607,WI,113,no,no,90,21.42,92,17.49,121,9.76,1,3.46,0,no
3608,NC,126,no,no,68,38.79,102,14.47,72,7.6,6,2.75,1,no
3609,OK,103,no,no,121,47.33,139,21.44,96,9.1,1,3.7,1,yes
3610,MA,104,no,no,75,48.5,111,11.12,99,8.18,2,2.84,2,no
3611,MN,56,no,no,100,37.89,110,12.34,129,7.68,8,1.51,1,no
3612,ND,56,no,yes,97,26.13,91,23.07,121,8.06,2,2.24,1,no
3613,AZ,155,yes,no,88,29.94,84,20.78,99,8.55,1,3.02,2,yes
3614,SC,100,no,yes,71,52.17,72,20.68,114,5.67,4,2.84,2,no
3615,ME,113,no,no,85,34.58,140,18.68,107,10.8,5,2.24,1,no
3616,MO,103,no,yes,112,39.22,116,27.15,77,13.47,3,2.13,2,no
3617,NJ,160,no,no,106,20.21,75,13.9,131,8.78,4,3.54,0,no
3618,WY,142,no,yes,85,37.32,120,12.24,84,11.62,3,1.89,1,no
3619,OK,73,yes,yes,103,42.99,79,18.71,65,6.52,3,3.08,0,no
3620,PA,135,no,yes,77,29.34,102,17.29,108,11.89,2,2.81,1,no
3621,NM,29,no,no,112,44.54,60,7.03,120,8.78,5,2.89,1,no
3622,FL,158,no,no,115,20.96,91,11.08,119,10.97,3,3.02,3,no
3623,NV,104,no,no,90,35.85,101,23.14,86,13.69,5,2.86,3,yes
3624,SD,74,no,no,97,24.43,110,19.52,100,4.45,5,3.19,1,no
3625,OR,28,no,no,90,29.1,65,14.78,139,9.47,4,3.78,2,no
3626,TN,45,yes,no,96,32.23,69,14.59,102,9.99,7,3.75,1,yes
3627,VA,60,no,no,91,39.02,67,13.4,76,7.31,3,3.56,2,no
3628,ME,173,no,no,108,21.86,92,21.11,115,5.85,2,2.81,4,yes
3629,FL,152,no,yes,82,36.52,135,19.27,97,9.3,11,2.05,1,no
3630,RI,140,no,no,110,31.81,70,13.43,123,9.51,2,2.3,2,no
3631,DC,94,no,yes,90,35.58,111,23.94,66,8.55,5,2.13,0,no
3632,AR,88,no,no,102,24.09,125,19.23,93,4.5,8,3.21,0,no
3633,OR,170,no,yes,66,29.51,83,12.09,93,7.04,3,1.4,1,no
3634,SD,57,no,no,75,30.07,86,17.36,90,11.43,4,1.65,1,no
3635,NC,102,no,yes,66,18.67,76,17.62,101,10.66,7,2.78,0,no
3636,OH,49,no,no,105,34.39,131,16.61,88,8.55,2,2.43,3,yes
3637,IN,195,no,no,109,37.67,94,10.73,98,9.55,2,1.73,0,no
3638,MT,64,no,no,105,22.32,114,9.3,125,11.08,4,3.43,4,yes
3639,SC,105,yes,no,156,46.58,69,22.36,93,8.82,3,3.05,3,yes
3640,OR,81,no,yes,103,34.05,96,18.44,100,11.24,4,4.19,1,no
3641,GA,63,no,no,119,34.68,90,13.74,113,9.12,4,2.54,3,no
3642,MI,126,no,no,114,32.83,61,6.42,73,8.38,1,3.0,3,no
3643,OR,153,no,no,132,34.37,78,13.51,98,5.01,4,2.32,2,no
3644,OR,67,no,no,118,41.67,94,15.74,112,8.71,3,2.19,3,no
3645,MA,65,no,no,71,26.91,119,14.31,119,6.3,6,1.78,2,no
3646,IA,21,no,no,79,23.48,75,15.89,105,8.74,1,3.27,0,no
3647,VA,72,no,no,92,36.16,100,26.04,90,6.31,6,3.48,0,no
3648,WV,176,no,no,111,51.71,64,26.06,98,9.36,2,2.57,7,yes
3649,TX,150,no,yes,157,36.11,91,14.34,112,8.97,1,2.62,2,no
3650,IL,108,yes,no,68,23.34,94,12.22,101,10.74,1,2.4,1,yes
3651,RI,129,no,yes,91,27.44,102,15.56,65,10.81,3,3.48,1,no
3652,WA,73,yes,no,108,34.49,121,24.3,102,9.86,5,3.46,1,no
3653,DE,90,no,no,75,46.27,96,10.45,100,11.37,2,2.48,0,no
3654,NV,105,no,no,103,16.69,91,11.93,106,6.31,1,3.75,1,no
3655,MO,115,no,no,81,13.74,91,16.63,66,8.55,6,3.16,1,no
3656,OH,82,no,no,114,35.22,97,13.91,79,8.68,4,2.51,7,no
3657,ME,77,no,no,117,35.5,81,14.91,105,7.72,3,3.62,0,no
3658,NH,201,no,no,61,27.18,124,20.17,99,13.06,4,3.62,3,no
3659,NC,139,yes,no,101,31.47,75,22.67,95,9.36,3,2.43,3,no
3660,KY,94,no,no,93,23.65,100,20.22,59,10.22,3,3.08,1,no
3661,UT,95,no,no,99,26.44,75,14.2,125,8.58,4,3.56,1,no
3662,NV,138,no,no,82,30.69,103,20.6,89,11.0,7,2.78,2,no
3663,VT,105,no,no,111,34.78,109,11.42,69,11.74,7,1.54,1,no
3664,ME,81,yes,no,76,37.47,122,23.49,112,10.78,5,3.08,1,yes
3665,ME,127,no,no,137,37.94,119,12.3,109,4.32,4,2.32,2,no
3666,PA,84,no,no,114,18.55,113,19.67,112,12.33,4,2.59,0,no
3667,MI,47,no,yes,101,23.21,74,14.87,91,6.59,3,2.94,2,no
3668,MN,128,yes,no,96,32.78,86,11.61,75,6.83,4,3.65,1,yes
3669,KY,76,no,no,94,49.95,62,14.42,103,7.22,9,3.7,0,yes
3670,KY,167,no,no,66,22.19,102,6.88,116,9.97,5,3.02,1,no
3671,PA,104,no,no,102,31.76,114,14.99,84,10.0,3,3.51,0,no
3672,VA,136,no,no,92,18.73,109,18.65,67,8.46,4,3.32,2,no
3673,UT,83,no,yes,85,38.79,114,21.18,89,4.21,7,2.75,0,no
